expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
emkand ast,strong,bouletic,?,positive,no,emkand ast (ke),
-tavan-,strong,epistemic,?,positive,no,-tavan-,this is a semi-auxilary modal
-tavan-,weak necessity,epistemic,?,positive,no,-tavan-,
-tavan-,weak,epistemic,?,positive,no,-tavan-,
-tavan-,strong,deontic,?,positive,no,-tavan-,
-tavan-,weak necessity,deontic,?,positive,no,-tavan-,
-tavan-,weak,deontic,1,positive,no,-tavan-,
-tavan-,strong,teleological,?,positive,no,-tavan-,
-tavan-,weak necessity,teleological,?,positive,no,-tavan-,
-tavan-,weak,teleological,1,positive,no,-tavan-,
-tavan-,strong,circumstantial,?,positive,no,-tavan-,
-tavan-,weak,circumstantial,1,positive,no,-tavan-,
-tavan-,strong,bouletic,?,positive,no,-tavan-,
-tavan-,strong,epistemic,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak necessity,epistemic,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak,epistemic,1,negative,yes,ne-(asp)-tavan,
-tavan-,strong,deontic,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak necessity,deontic,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak,deontic,?,negative,yes,ne-(asp)-tavan,
-tavan-,strong,teleological,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak necessity,teleological,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak,teleological,1,negative,yes,ne-(asp)-tavan,
-tavan-,strong,circumstantial,?,negative,yes,ne-(asp)-tavan,
-tavan-,weak,circumstantial,1,negative,yes,ne-(asp)-tavan,
-tavan-,strong,bouletic,?,negative,yes,ne-(asp)-tavan,
-shav-,strong,epistemic,?,positive,no,-shav-,translated as become
-shav-,weak necessity,epistemic,?,positive,no,-shav-,
-shav-,weak,epistemic,?,positive,no,-shav-,
-shav-,strong,deontic,?,positive,no,-shav-,
-shav-,weak necessity,deontic,?,positive,no,-shav-,
-shav-,weak,deontic,1,positive,no,-shav-,
-shav-,strong,teleological,?,positive,no,-shav-,
-shav-,weak necessity,teleological,?,positive,no,-shav-,
-shav-,weak,teleological,1,positive,no,-shav-,
-shav-,strong,circumstantial,?,positive,no,-shav-,
-shav-,weak,circumstantial,1,positive,no,-shav-,
-shav-,strong,bouletic,?,positive,no,-shav-,
-shav-,strong,epistemic,?,negative,yes,ne-(asp)-shav,
-shav-,weak necessity,epistemic,?,negative,yes,ne-(asp)-shav,
-shav-,weak,epistemic,?,negative,yes,ne-(asp)-shav,
-shav-,strong,deontic,?,negative,yes,ne-(asp)-shav,
-shav-,weak necessity,deontic,?,negative,yes,ne-(asp)-shav,
-shav-,weak,deontic,?,negative,yes,ne-(asp)-shav,
-shav-,strong,teleological,?,negative,yes,ne-(asp)-shav,
-shav-,weak necessity,teleological,?,negative,yes,ne-(asp)-shav,
-shav-,weak,teleological,1,negative,yes,ne-(asp)-shav,
-shav-,strong,circumstantial,?,negative,yes,ne-(asp)-shav,
-shav-,weak,circumstantial,?,negative,yes,ne-(asp)-shav,
-shav-,strong,bouletic,?,negative,yes,ne-(asp)-shav,
ejaze dad/dasht,strong,epistemic,?,positive,no,ejaze dad/dasht,means permission to have/give
ejaze dad/dasht,weak necessity,epistemic,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak,epistemic,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,strong,deontic,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak necessity,deontic,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak,deontic,1,positive,no,ejaze dad/dasht,
ejaze dad/dasht,strong,teleological,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak necessity,teleological,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak,teleological,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,strong,circumstantial,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,weak,circumstantial,?,positive,no,ejaze dad/dasht,
ejaze dad/dasht,strong,bouletic,?,positive,no,ejaze dad/dasht,
balad ast ,strong,epistemic,?,positive,no,balad ast,the author noted that this expression have more of an ability flavor
balad ast ,weak necessity,epistemic,?,positive,no,balad ast,
balad ast ,weak,epistemic,?,positive,no,balad ast,
balad ast ,strong,deontic,?,positive,no,balad ast,
balad ast ,weak necessity,deontic,?,positive,no,balad ast,
balad ast ,weak,deontic,?,positive,no,balad ast,
balad ast ,strong,teleological,?,positive,no,balad ast,
balad ast ,weak necessity,teleological,?,positive,no,balad ast,
balad ast ,weak,teleological,?,positive,no,balad ast,
balad ast ,strong,circumstantial,?,positive,no,balad ast,
balad ast ,weak,circumstantial,1,positive,no,balad ast,
balad ast ,strong,bouletic,?,positive,no,balad ast,
