26	5	45	F
26	6	51	F
26	7	52	F
26	8	52	F
26	9	57	F
26	10	56	F
26	11	58	F
26	12	59	F
26	13	62	F
26	14	28	M
26	15	29	M
26	16	39	M
26	17	48	M
26	18	42	M
26	19	54	M
26	20	54	M
26	21	64	M
26	22	64	M
26	23	69	M
26	24	70	M
26	25	88	M
27	1	15	F
27	2	16	F
27	3	18	F
27	4	23	F
27	5	27	F
27	6	18	M
27	7	20	M
27	8	21	M
27	9	22	M
27	10	23	M
27	11	23	M
27	12	23	M
27	13	23	M
27	14	23	M
27	15	23	M
27	16	23	M
27	17	24	M
27	18	24	M
27	19	25	M
27	20	26	M
27	21	28	M
27	22	28	M
27	23	28	M
27	24	29	M
27	25	0	M
28	1	19	F
28	2	25	F
28	3	30	F
28	4	31	F
28	5	32+	F
28	6	37	F
28	7	30-40	F
28	8	30-40	F
28	9	about 40	F
28	10	40+	F
28	11	40-50	F
28	12	50-60	F
28	13	over 60	F
28	14	70+	F
28	15	70+	F
28	16	16	M
28	17	19	M
28	18	20	M
28	19	22	M
28	20	23	M
28	21	23	M
28	22	26	M
28	23	40	M
28	24	40	M
28	25	42	M
29	1	18	M
29	2	40	F
29	3	40	M
29	4	22	M
29	5	24	M
29	6	23	F
29	7	28	M
29	8	36	M
29	9	24	F
29	10	40	M
29	11	36	M
29	12	21	M
29	13	19	M
29	14	18	M
29	15	27	F
29	16	33	F
29	17	36	F
29	18	18	F
29	19	33	F
29	20	26	M
29	21	18	F
29	22	17	M
29	23	17	M
29	24	34	F
29	25	45	M
30	1	22	M
30	2	28	F
30	3	22	M
30	4	17	M
30	5	22	M
30	6	25	M
30	7	47	M
30	8	45	F
30	9	25	M
30	10	35	F
30	11	37	M
30	12	35	F
30	13	23	M
30	14	19	F
30	15	48	M
30	16	19	M
30	17	55	M
30	18	16	F
30	19	40	M
30	20	18	M
30	21	32	F
30	22	38	M
30	23	36	F
30	24	41	F
30	25	37	M
31	1	14	F
31	2	16	F
31	3	19	F
31	4	19	F
31	5	20	F
31	6	25	F
31	7	30	F
31	8	35	F
31	9	36	F
31	10	37	F
31	11	40	F
31	12	44	F
31	13	50	F
31	14	50	F
31	15	59	F
31	16	60	F
31	17	24	M
31	18	30	M
31	19	34	M
31	20	36	?
31	21	48	M
31	22	50	M
31	23	50	M
31	24	61	M
31	25	68	M
32	1	16	F
32	2	17	F
32	3	20	F
32	4	21	F
32	5	23	F
32	6	23	F
32	7	32	F
32	8	38	F
32	9	38	F
32	10	42	F
32	11	49	F
32	12	50	F
32	13	20	M
32	14	21	M
32	15	21	M
32	16	24	M
32	17	27	M
32	18	29	M
32	19	36	M
32	20	43	M
32	21	49	M
32	22	51	M
32	23	62	M
32	24	62	M
32	25	72	M
33	1	29	F
33	2	38	M
33	3	28	M
33	4	33	M
33	5	30	F
33	6	32	F
33	7	35	F
33	8	27	M
33	9	38	M
33	10	26	F
33	11	25	F
33	12	23	F
33	13	37	M
33	14	30	M
33	15	41	M
33	16	29	M
33	17	32	F
33	18	36	F
33	19	33	M
33	20	30	F
33	21	38	M
33	22	34	F
33	23	28	M
33	24	41	M
33	25	27	F
34	1	16	F
34	2	18	F
34	3	18	F
34	4	20	F
34	5	23	F
34	6	23	F
34	7	25	F
34	8	25	F
34	9	25	F
34	10	28	F
34	11	30	F
34	12	45	F
34	13	50	F
34	14	70	F
34	15	75	F
34	16	23	M
34	17	25	M
34	18	25	M
34	19	25	M
34	20	25	M
34	21	40	M
34	22	40	M
34	23	45	M
34	24	60	M
34	25	60	M
35	1	25	F
35	2	29	F
35	3	30	F
35	4	32	F
35	5	37	F
35	6	40	F
35	7	54	F
35	8	54	F
35	9	55	F
35	10	56	F
35	11	57	F
35	12	58	F
35	13	78	F
35	14	80	F
35	15	82	F
35	16	91	F
35	17	15	M
35	18	15	M
35	19	20	M
35	20	21	M
35	21	24	M
35	22	24	M
35	23	35	M
35	24	54	M
35	25	56	M
36	1	70	M
36	2	80	M
36	3	80	M
36	4	75	M
36	5	65	M
36	6	70	M
36	7	56	F
36	8	45	F
36	9	45	F
36	10	50	F
36	11	65	F
36	12	45	F
36	13	80	F
36	14	65	F
36	15	42	M
36	16	30	M
36	17	60	M
36	18	40	F
36	19	19	M
36	20	30	F
36	21	22	F
36	22	18	F
36	23	70	M
36	24	35	F
36	25	40	M
37	1	12	F
37	2	12	F
37	3	14	F
37	4	18	F
37	5	22	F
37	6	25	F
37	7	25	F
37	8	25	F
37	9	9	M
37	10	11	M
37	11	11	M
37	12	17	M
37	13	17	M
37	14	20	M
37	15	20	M
37	16	25	M
37	17	26	M
37	18	26	M
37	19	26	M
37	20	29	M
37	21	34	M
37	22	36	M
37	23	38	M
37	24	42	M
37	25	50?	M
38	1	14	F
38	2	15	F
38	3	15	F
38	4	16	F
38	5	16	F
38	6	18	F
38	7	18	F
38	8	20	F
38	9	21	F
38	10	21	F
38	11	23	F
38	12	28	F
38	13	34	F
38	14	35	F
38	15	38	F
38	16	46	F
38	17	46	F
38	18	53	F
38	19	56	F
38	20	78	F
38	21	11	M
38	22	15	M
38	23	17	M
38	24	20	M
38	25	24	M
38	26	32	M
38	27	34	M
38	28	63	M
39	1	18	F
39	2	19	F
39	3	20	F
39	4	20	F
39	5	27	F
39	6	28	F
39	7	35	F
39	8	38	F
39	9	40	F
39	10	40	F
39	11	48	F
39	12	60	F
39	13	19	M
39	14	20	M
39	15	21	M
39	16	21	M
39	17	22	M
39	18	26	M
39	19	27	M
39	20	34	M
39	21	35	M
39	22	35	M
39	23	40	M
39	24	50	M
39	25	52	M
40	1	16	F
40	2	20	F
40	3	23	M
40	4	15	F
40	5	53	M
40	6	60	M
40	7	34	M
40	8	58	M
40	9	42	F
40	10	21	F
40	11	25	M
40	12	58	M
40	13	28	F
40	14	35	M
40	15	35	M
40	16	60	F
40	17	15	F
40	18	24	M
40	19	26	F
40	20	26	M
40	21	21	M
40	22	25	M
40	23	48	F
40	24	26	M
40	25	53	M
40	26	28	M
40	27	23	F
41	1	13	F
41	2	15	F
41	3	17	F
41	4	19	F
41	5	20	F
41	6	20	F
41	7	20	F
41	8	35	F
41	9	40	F
41	10	50	F
41	11	50	F
41	12	50	F
41	13	55	F
41	14	21	M
41	15	21	M
41	16	23	M
41	17	25	M
41	18	26	M
41	19	35	M
41	20	38	M
41	21	48	M
41	22	48	M
41	23	50	M
41	24	55	M
41	25	??	M
42	1	17	F
42	2	17	F
42	3	20	F
42	4	21	F
42	5	27	F
42	6	30	F
42	7	30	F
42	8	32	F
42	9	35	F
42	10	35	F
42	11	48	F
42	12	50	F
42	13	51	F
42	14	16	M
42	15	16	M
42	16	21	M
42	17	22	M
42	18	26	M
42	19	27	M
42	20	27	M
42	21	30	M
42	22	31	M
42	23	34	M
42	24	36	M
42	25	40	M
43	1	18	F
43	2	19	F
43	3	24	F
43	4	27	F
43	5	28	F
43	6	30	F
43	7	18	M
43	8	19	M
43	9	20	M
43	10	21	M
43	11	21	M
43	12	23	M
43	13	28	M
43	14	33	M
43	15	39	M
43	16	41	M
43	17	41	M
43	18	45	M
43	19	50	M
43	20	52	M
43	21	58	M
43	22	59	M
43	23	60	M
43	24	63	M
43	25	65	M
44	1	24	F
44	2	24	F
44	3	25	F
44	4	30	F
44	5	30	F
44	6	34	F
44	7	35	F
44	8	35	F
44	9	42	F
44	10	45	F
44	11	48	F
44	12	50	F
44	13	50+	F
44	14	16(approx)	M
44	15	23	M
44	16	23	M
44	17	24	M
44	18	24	M
44	19	24	M
44	20	27	M
44	21	34	M
44	22	35	M
44	23	36	M
44	24	37	M
44	25	45	M
45	1	22	F
45	2	37	M
45	3	29	M
45	4	26	M
45	5	55	M
45	6	79	M
45	7	19	F
45	8	49	F
45	9	20	M
45	10	31	M
45	11	47	M
45	12	38	M
45	13	72	M
45	14	48	M
45	15	78	M
45	16	78	M
45	17	60	M
45	18	34	F
45	19	78	F
45	20	47	M
45	21	31	M
45	22	54	F
45	23	40	F
45	24	60	F
45	25	62	M
46	1	23	F
46	2	25	F
46	3	26	F
46	4	28	F
46	5	28	F
46	6	42	F
46	7	44	F
46	8	58	F
46	9	14	M
46	10	18	M
46	11	18	M
46	12	21	M
46	13	22	M
46	14	22	M
46	15	22	M
46	16	28	M
46	17	30	M
46	18	31	M
46	19	45	M
46	20	49	M
46	21	57	M
46	22	59	M
46	23	64	M
46	24	71	M
46	25	75	M
47	1	19	F
47	2	22	F
47	3	23	F
47	4	39	F
47	5	41	F
47	6	42	F
47	7	44	F
47	8	48	F
47	9	48	F
47	10	63	F
47	11	28	M
47	12	28	M
47	13	32	M
47	14	34	M
47	15	40	M
47	16	40	M
47	17	41	M
47	18	43	M
47	19	45	M
47	20	45	M
47	21	47	M
47	22	49	M
47	23	50	M
47	24	50	M
47	25	53	M
48	1	20	F
48	2	23	F
48	3	25	F
48	4	25	F
48	5	26	F
48	6	29	F
48	7	32	F
48	8	45	F
48	9	50	F
48	10	50	F
48	11	55	F
48	12	60	F
48	13	65	F
48	14	23	M
48	15	23	M
48	16	27	M
48	17	27	M
48	18	30	M
48	19	35	M
48	20	39	M
48	21	41	M
48	22	45	M
48	23	46	M
48	24	50	M
48	25	56	M
49	1	16	F
49	2	17	F
49	3	18	F
49	4	20	F
49	5	23	F
49	6	24	F
49	7	27	F
49	8	28	F
49	9	30	F
49	10	31	F
49	11	*	F
49	12	*	F
49	13	16	M
49	14	16	M
49	15	17	M
49	16	18	M
49	17	18	M
49	18	25	M
49	19	25	M
49	20	39	M
49	21	39	M
49	22	45	M
49	23	60	M
49	24	*	M
49	25	*	M
50	1	25	F
50	2	25	M
50	3	26	M
50	4	18	F
50	5	20	M
50	6	35	M
50	7	43	F
50	8	30	M
50	9	15	M
50	10	30	F
51	1	20	F
51	2	20	F
51	3	20	F
51	4	22	F
51	5	22	F
51	6	29	F
51	7	30	F
51	8	32	F
51	9	32	F
51	10	34	F
51	11	38	F
51	12	40	F
51	13	26	M
51	14	30	M
51	15	32	M
51	16	33	M
51	17	36	M
51	18	36	M
51	19	37	M
51	20	38	M
51	21	40	M
51	22	42	M
51	23	45	M
51	24	50	M
51	25	54	M
52	1	28	M
52	2	36	F
52	3	43	FA
52	4	40	F
52	5	45	F
52	6	32	M
52	7	28	M
52	8	31	F
52	9	28	F
52	10	28	F
52	11	50	M
52	12	35	M
52	13	45	M
52	14	30	M
52	15	40	F
52	16	45	M
52	17	55	M
52	18	35	M
52	19	23	M
52	20	35	F
52	21	58	M
52	22	39	F
52	23	33	F
52	24	27	F
52	25	35	M
53	1	16	F
53	2	16	F
53	3	18	F
53	4	19	F
53	5	20	F
53	6	20	F
53	7	20	F
53	8	23	F
53	9	24	F
53	10	26	M
53	11	28	M
53	12	29	M
53	13	29	M
53	14	32	M
53	15	32	M
53	16	34	M
53	17	35	M
53	18	37	M
53	19	38	M
54	1	16	F
54	2	18	F
54	3	20	F
54	4	25	F
54	5	28	F
54	6	29	F
54	7	30	F
54	8	30	F
54	9	35	F
54	10	40	F
54	11	45	F
54	12	20	M
54	13	22	M
54	14	25	M
54	15	29	M
54	16	30	M
54	17	30	M
54	18	40	M
54	19	40	M
54	20	43	M
54	21	45	M
54	22	47	M
54	23	50	M
54	24	52	M
54	25	53	M
55	1	40	F
55	2	16	F
55	3	40	M
55	4	20	M
55	5	18	M
55	6	22	M
55	7	28	M
55	8	30	M
55	9	50	M
55	10	35	M
55	11	40	F
55	12	38	F
55	13	37	F
55	14	60	F
55	15	35	F
55	16	20	F
55	17	50	M
55	18	50	M
55	19	60	M
55	20	30	M
55	21	50	M
55	22	25	F
55	23	35	M
55	24	48	M
55	25	17	F
56	1	15	F
56	2	15	F
56	3	30	F
56	4	35	F
56	5	35	F
56	6	35	F
56	7	45	F
56	8	50	F
56	9	50	F
56	10	50	F
56	11	55	F
56	12	60	F
56	13	85	F
56	14	15	M
56	15	15	M
56	16	17	M
56	17	18	M
56	18	19	M
56	19	20	M
56	20	21	M
56	21	25	M
56	22	28	M
56	23	32	M
56	24	35	M
56	25	50	M
57	1	47	F
57	2	55	F
57	3	50	F
57	4	50	F
57	5	25	F
57	6	30	M
57	7	50	M
57	8	27	F
57	9	20	F
57	10	27	M
57	11	45	F
57	12	50	F
57	13	35	M
57	14	34	M
57	15	18	M
57	16	35	F
57	17	31	M
57	18	57	M
57	19	65	M
57	20	55	M
57	21	55	M
57	22	38	F
57	23	30	M
57	24	65	F
57	25	55	F
58	1	30	F
58	2	31	F
58	3	32	F
58	4	35	F
58	5	35	F
58	6	37	F
58	7	50	F
58	8	50	F
58	9	60	F
58	10	65	F
58	11	65	F
58	12	30	M
58	13	30	M
58	14	44	M
58	15	45	M
58	16	45	M
58	17	50	M
58	18	55	M
58	19	60	M
58	20	70	M
59	1	18	F  
59	2	?	F
59	3	21	F
59	4	25	F
59	5	30	F
59	6	33	F
59	7	*	F
59	8	48	F
59	9	55	F
59	10	55	F
59	11	55	F
59	12	65	F
59	13	88	F
59	14	18	M
59	15	23	M
59	16	23	M
59	17	27	M
59	18	29	M
59	19	30	M
59	20	40	M
59	21	42	M
59	22	45	M
59	23	56	M
59	24	60	M
59	25	62	M
60	1	15	F
60	2	25	F
60	3	25	F
60	4	25	F
60	5	30	F
60	6	30	F
60	7	30	F
60	8	30	F
60	9	35	F
60	10	35	F
60	11	45	F
60	12	50	F
60	13	55	F
60	14	65	F
60	15	20	M
60	16	20	M
60	17	23	M
60	18	25	M
60	19	30	M
60	20	30	M
60	21	30	M
60	22	35	M
60	23	35	M
60	24	50	M
60	25	70	M
61	1	20	F
61	2	35	F
61	3	45	F
61	4	11	M
61	5	22	M
61	6	26	M
61	7	27	M
61	8	28	M
61	9	28	M
61	10	30	M
61	11	30	M
61	12	47	M
61	13	59	M
61	14	45	M
61	15	0	M
62	1	48	F
62	2	25	M
62	3	18	F
62	4	60	F
62	5	25	M
62	6	13	M
62	7	60	F
62	8	28 	M
62	9	60	F
62	10	25	M
62	11	25	M
62	12	22	M
62	13	37	F
62	14	35	M
62	15	25	M
62	16	25	M
62	17	40	F
62	18	55	M
62	19	40	F
62	20	40	F
62	21	35	F
62	22	40	F
62	23	28	M
62	24	35	F
62	25	*	M
63	1	16	F
63	2	25	F
63	3	25	F
63	4	25	F
63	5	30	F
63	6	30	F
63	7	35	F
63	8	35	F
63	9	40	F
63	10	45	F
63	11	50	F
63	12	25	M
63	13	35	M
63	14	35	M
63	15	35	M
63	16	35	M
63	17	35	M
63	18	40	M
63	19	40	M
63	20	40	M
63	21	45	M
63	22	45	M
63	23	50	M
63	24	50	M
63	25	55	M
64	1	30	M
64	2	65	M
64	3	60	F
64	4	58	F
64	5	19	M
64	6	60	F
64	7	60	F
64	8	60	M
64	9	50	M
64	10	19	M
64	11	50	F
64	12	60	M
64	13	30	F
64	14	65	F
64	15	40	F
64	16	60	F
64	17	60	M
64	18	60	F
64	19	40	M
64	20	60	M
64	21	30	F
64	22	60	M
64	23	65	F
64	24	50	F
64	25	28	M
65	1	30	F
65	2	40	F
65	3	50	F
65	4	60	F
65	5	75	F
65	6	17	M
65	7	18	M
65	8	20	M
65	9	25	M
65	10	25	M
65	11	25	M
65	12	25	M
65	13	28	M
65	14	30	M
65	15	30	M
65	16	40	M
65	17	40	M
65	18	45	M
65	19	45	M
65	20	45	M
65	21	50	M
65	22	50	M
65	23	50	M
65	24	50	M
65	25	70	M
66	1	X	F
66	2	28	F
66	3	27	F
66	4	20	M
66	5	*	M
66	6	*	M
66	7	*	M
66	8	*	M
66	9	*	M
66	10	*	M
66	11	28	M
66	12	25	M
66	13	50	F
66	14	20	M
66	15	26	M
66	16	50	F
66	17	25	F
66	18	50	F
66	19	25	F
66	20	35	M
66	21	50	F
66	22	28	F
66	23	28	F
66	24	28	F
66	25	45	M
67	1	14	F
67	2	18	F
67	3	22	F
67	4	25	F
67	5	27	F
67	6	34	F
67	7	37	F
67	8	38	F
67	9	38	F
67	10	40	F
67	11	40	F
67	12	45	F
67	13	52	F
67	14	53	F
67	15	56	F
67	16	70	F
67	17	18	M
67	18	18	M
67	19	28	M
67	20	29	M
67	21	36	M
67	22	37	M
67	23	41	M
67	24	53	M
67	25	69	M
68	1	29	F
68	2	22	F
68	3	34	F
68	4	27	M
68	5	64	F
68	6	50	F
68	7	28	M
68	8	30	F
68	9	35	F
68	10	35	M
68	11	39	M
68	12	49	M
68	13	60	F
68	14	50	F
68	15	38	F
68	16	35	F
68	17	38	F
68	18	45	M
68	19	61	M
68	20	33	M
68	21	40	M
68	22	35	M
68	23	48	F
68	24	40	M
68	25	60	M
69	1	15	F
69	2	15	f
69	3	15	F
69	4	15	F
69	5	20	F
69	6	25	F
69	7	25	F
69	8	25	F
69	9	30	F
69	10	35	F
69	11	40	F
69	12	50	F
69	13	50	F
69	14	50	F
69	15	20	M
69	16	20	M
69	17	20	M
69	18	30	M
69	19	30	M
69	20	30	M
69	21	35	M
69	22	40	M
69	23	40	M
69	24	40	M
69	25	45	M
70	1	*	F
70	2	*	F
70	3	38	F
70	4	42	F
70	5	47	F
70	6	55	F
70	7	60	F
70	8	65	F
70	9	63	F
70	10	65	F
70	11	67	F
70	12	68	F
70	13	71	F
70	14	*	M
70	15	54	M
70	16	57	M
70	17	58	M
70	18	59	M
70	19	64	M
70	20	68	M
70	21	68	M
70	22	71	M
70	23	72	M
70	24	81	M
70	25	82	M
71	1	26	F
71	2	26	F
71	3	29	F
71	4	30	F
71	5	31	F
71	6	32	F
71	7	35	F
71	8	37	F
71	9	44	F
71	10	45	F
71	11	45	F
71	12	47	F
71	13	55	F
71	14	55	F
71	15	56	F
71	16	59	F
71	17	70	F
71	18	70	F
71	19	40	M
71	20	42	M
71	21	43	M
71	22	53	M
71	23	53	M
71	24	53	M
71	25	73	M
72	1	45	M
72	2	45	M
72	3	41	M
72	4	40	F
72	5	40	F
72	6	32	F
72	7	20	F
72	8	72	M
72	9	28	M
72	10	45	F
72	11	59	F
72	12	47	F
72	13	55	M
72	14	36	F
