expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
wake,strong,teleological,?,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
wake,strong,circumstantial,?,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
wake,weak,epistemic,1,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
wake,weak,deontic,?,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
wake,weak,teleological,?,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
wake,weak,circumstantial,?,negative,yes,wake-(ga) + negation,"wake-(ga) + negation, reason and nominaliser"
naranai,strong,epistemic,?,negative,yes,naranai,nai itself is a negation word
naranai,strong,deontic,?,negative,yes,naranai,
naranai,strong,teleological,?,negative,yes,naranai,
naranai,strong,circumstantial,?,negative,yes,naranai,
naranai,weak,epistemic,?,negative,yes,naranai,
naranai,weak,deontic,1,negative,yes,naranai,
naranai,weak,teleological,?,negative,yes,naranai,
naranai,weak,circumstantial,?,negative,yes,naranai,
