,expression_name,right_upward,left_upward,right_downward,left_downward,degree
52,"or(subset_eq(A, difference(A, A)), greater_than(cardinality(B), cardinality(A)))",1.0,0.0,0.04532271568534141,1.0,1.0
53,"or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B)))",0.0,0.0,0.3145057171343877,0.3145057171343877,0.3145057171343877
54,"or(subset_eq(A, difference(A, B)), greater_than(cardinality(A), cardinality(B)))",0.0,0.0,1.0,0.07320739155215794,1.0
55,"or(subset_eq(A, difference(A, B)), greater_than(cardinality(B), cardinality(A)))",0.0,0.0,0.07320739155215794,1.0,1.0
56,"or(subset_eq(B, difference(A, A)), equals(cardinality(A), cardinality(B)))",0.0,0.30656533929601104,0.30656533929601104,0.24284849354442617,0.30656533929601104
57,"or(subset_eq(B, difference(A, A)), greater_than(cardinality(A), cardinality(B)))",0.0,1.0,1.0,0.04532271568534141,1.0
58,"or(subset_eq(B, difference(A, A)), greater_than(cardinality(B), cardinality(A)))",0.0,0.0,0.04962707952290846,1.0,1.0
59,"not(greater_than(cardinality(B), cardinality(A)))",0.0,1.0,1.0,0.0,1.0
60,"not(greater_than(cardinality(A), cardinality(B)))",1.0,0.0,0.0,1.0,1.0
61,"not(equals(cardinality(A), cardinality(B)))",0.008668846511404094,0.008668846511404094,0.008668846511404094,0.008668846511404094,0.008668846511404094
62,"not(subset_eq(A, difference(A, A)))",1.0,1.0,1.0,0.0,1.0
63,"not(subset_eq(A, difference(A, B)))",1.0,1.0,0.12265103249181153,0.12265103249181153,1.0
64,"not(subset_eq(B, difference(A, A)))",1.0,1.0,0.0,1.0,1.0
65,"not(subset_eq(union(A, B), difference(A, A)))",1.0,1.0,0.0,0.0,1.0
66,"subset_eq(A, index(cardinality(A), B))",0.8186017256136054,0.0,0.5825751879862714,1.0,1.0
67,"subset_eq(A, index(cardinality(B), A))",0.35903873218911797,0.0,1.0,1.0,1.0
68,"subset_eq(A, index(cardinality(A), union(A, B)))",0.743724825226337,0.0,0.7182814583556083,1.0,1.0
69,"subset_eq(A, index(cardinality(B), union(A, B)))",0.434757466811326,0.0,1.0,1.0,1.0
70,"subset_eq(B, index(cardinality(A), B))",0.0,0.35903873218911797,1.0,1.0,1.0
71,"subset_eq(B, index(cardinality(B), A))",0.0,0.8186017256136054,1.0,0.5825751879862714,1.0
72,"subset_eq(B, index(cardinality(A), union(A, B)))",0.0,0.434757466811326,1.0,1.0,1.0
73,"subset_eq(B, index(cardinality(B), union(A, B)))",0.0,0.743724825226337,1.0,0.7182814583556083,1.0
74,"subset_eq(union(A, B), index(cardinality(A), B))",0.5965260186613948,0.24061406588093592,1.0,1.0,1.0
75,"subset_eq(union(A, B), index(cardinality(B), A))",0.24061406588093592,0.5965260186613948,1.0,1.0,1.0
76,"subset_eq(intersection(A, B), index(cardinality(A), B))",0.0,0.0,0.6956461368479963,0.9008361122191085,0.9008361122191085
77,"subset_eq(intersection(A, B), index(cardinality(B), A))",0.0,0.0,0.9008361122191085,0.6956461368479963,0.9008361122191085
78,"subset_eq(intersection(A, B), index(cardinality(A), union(A, B)))",0.0,0.0,0.6825008250408067,0.9673579882636966,0.9673579882636966
79,"subset_eq(intersection(A, B), index(cardinality(B), union(A, B)))",0.0,0.0,0.9673579882636966,0.6825008250408067,0.9673579882636966
80,"subset_eq(difference(A, B), index(cardinality(B), A))",0.4459855607826445,0.0,0.0,0.6360340975642518,0.6360340975642518
81,"subset_eq(difference(A, B), index(cardinality(A), union(A, B)))",0.8182065550375401,0.0,0.0,0.8182065550375401,0.8182065550375401
82,"subset_eq(difference(A, B), index(cardinality(B), union(A, B)))",0.6224838732885387,0.0,0.0,1.0,1.0
83,"subset_eq(difference(A, B), index(cardinality(B), difference(A, B)))",0.6111759406728261,0.0,0.0,1.0,1.0
84,"subset_eq(difference(B, A), index(cardinality(A), B))",0.0,0.4459855607826445,0.6360340975642518,0.0,0.6360340975642518
85,"subset_eq(difference(B, A), index(cardinality(A), union(A, B)))",0.0,0.6224838732885387,1.0,0.0,1.0
86,"subset_eq(difference(B, A), index(cardinality(A), difference(B, A)))",0.0,0.6111759406728261,1.0,0.0,1.0
87,"subset_eq(difference(B, A), index(cardinality(B), union(A, B)))",0.0,0.8182065550375401,0.8182065550375401,0.0,0.8182065550375401
88,"subset_eq(index(cardinality(A), B), A)",0.0,0.7029347822771419,0.6081671798303452,0.0,0.7029347822771419
89,"subset_eq(index(cardinality(B), A), B)",0.7029347822771419,0.0,0.0,0.6081671798303452,0.7029347822771419
90,"subset_eq(index(cardinality(A), union(A, B)), A)",0.0,0.6063984596444105,0.664252085493646,0.0,0.664252085493646
91,"subset_eq(index(cardinality(A), union(A, B)), B)",0.0,0.0,0.0,0.0,0.0
92,"subset_eq(index(cardinality(A), difference(B, A)), A)",0.0,1.0,1.0,0.0,1.0
93,"subset_eq(index(cardinality(B), union(A, B)), A)",0.0,0.0,0.0,0.0,0.0
94,"subset_eq(index(cardinality(B), union(A, B)), B)",0.6063984596444105,0.0,0.0,0.664252085493646,0.664252085493646
95,"subset_eq(index(cardinality(B), difference(A, B)), B)",1.0,0.0,0.0,1.0,1.0
96,"subset_eq(index(cardinality(A), B), difference(B, A))",0.0,0.0,0.4411803396911569,0.0,0.4411803396911569
97,"subset_eq(index(cardinality(B), A), difference(A, B))",0.0,0.0,0.0,0.4411803396911569,0.4411803396911569
98,"subset_eq(index(cardinality(A), union(A, B)), intersection(A, B))",0.0,0.6493353819288192,0.3344256868494355,0.0,0.6493353819288192
99,"subset_eq(index(cardinality(A), union(A, B)), difference(A, B))",0.0,0.6493353819288192,0.7986426816122976,0.0,0.7986426816122976
100,"subset_eq(index(cardinality(A), union(A, B)), difference(B, A))",0.0,0.0,0.4946486307801091,0.0,0.4946486307801091
101,"subset_eq(index(cardinality(B), union(A, B)), intersection(A, B))",0.6493353819288192,0.0,0.0,0.3344256868494355,0.6493353819288192
102,"subset_eq(index(cardinality(B), union(A, B)), difference(A, B))",0.0,0.0,0.0,0.4946486307801091,0.4946486307801091
103,"subset_eq(index(cardinality(B), union(A, B)), difference(B, A))",0.6493353819288192,0.0,0.0,0.7986426816122976,0.7986426816122976
104,"subset_eq(union(difference(A, B), difference(B, A)), index(cardinality(A), B))",0.42961090057805584,0.20111776644387658,0.27130128030235545,0.42961090057805584,0.42961090057805584
105,"subset_eq(union(difference(A, B), difference(B, A)), index(cardinality(B), A))",0.20111776644387658,0.42961090057805584,0.42961090057805584,0.27130128030235545,0.42961090057805584
106,"subset_eq(union(difference(A, B), difference(B, A)), index(cardinality(A), difference(B, A)))",0.35496930462434817,0.24845312884048276,0.3392524809043821,0.35496930462434817,0.35496930462434817
107,"subset_eq(union(difference(A, B), difference(B, A)), index(cardinality(B), difference(A, B)))",0.24845312884048276,0.35496930462434817,0.35496930462434817,0.3392524809043821,0.35496930462434817
108,"subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B)))",0.0,0.0,0.0,0.0,0.0
109,"subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A)))",0.0,0.0,0.7478558473767785,0.0,0.7478558473767785
110,"subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B)))",0.0,1.0,1.0,0.0,1.0
111,"subset_eq(index(cardinality(B), A), index(cardinality(A), union(A, B)))",1.0,0.0,0.0,1.0,1.0
112,"subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B)))",0.0,0.0,0.0,0.0,0.0
113,"subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B)))",0.0,0.0,0.0,0.7478558473767785,0.7478558473767785
114,"subset_eq(intersection(A, B), difference(A, index(cardinality(A), union(A, B))))",0.0,0.0,0.49183072075131495,0.0,0.49183072075131495
115,"subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B))",0.0,0.0,0.0,0.0,0.0
116,"subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), A))",0.0,0.9207241937365611,0.9207241937365611,0.0,0.9207241937365611
117,"subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A)))",0.0,0.0,0.7264418918764655,0.0,0.7264418918764655
118,"subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), difference(A, B)))",0.0,0.9200584770735712,1.0,0.0,1.0
119,"subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B))",0.0,0.0,0.7245317760570422,0.0,0.7245317760570422
120,"subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B)))",0.0,0.0,0.7101456033251425,0.0,0.7101456033251425
121,"subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B)))",0.0,1.0,1.0,0.0,1.0
122,"subset_eq(intersection(A, B), difference(A, index(cardinality(B), union(A, B))))",0.0,0.0,0.0,0.49183072075131495,0.49183072075131495
123,"subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), B))",0.9207241937365611,0.0,0.0,0.9207241937365611,0.9207241937365611
124,"subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), A))",0.0,0.0,0.0,0.0,0.0
125,"subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), difference(B, A)))",0.9200584770735712,0.0,0.0,1.0,1.0
126,"subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B)))",0.0,0.0,0.0,0.7264418918764655,0.7264418918764655
127,"subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A))",0.0,0.0,0.0,0.7245317760570422,0.7245317760570422
128,"subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B)))",1.0,0.0,0.0,1.0,1.0
129,"subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B)))",0.0,0.0,0.0,0.7101456033251425,0.7101456033251425
130,"equals(cardinality(A), cardinality(difference(B, A)))",0.4678017184336348,0.1346661774312361,0.31472824402408595,0.4678017184336348,0.4678017184336348
131,"equals(cardinality(B), cardinality(difference(A, B)))",0.1346661774312361,0.4678017184336348,0.4678017184336348,0.31472824402408595,0.4678017184336348
132,"equals(cardinality(intersection(A, B)), cardinality(difference(A, B)))",0.6013459138087915,0.0,0.6013459138087915,0.2622852231182985,0.6013459138087915
133,"equals(cardinality(intersection(A, B)), cardinality(difference(B, A)))",0.0,0.6013459138087915,0.2622852231182985,0.6013459138087915,0.6013459138087915
134,"greater_than(cardinality(A), cardinality(difference(B, A)))",0.09799698901363885,1.0,1.0,0.0,1.0
135,"greater_than(cardinality(B), cardinality(difference(A, B)))",1.0,0.09799698901363885,0.0,1.0,1.0
136,"greater_than(cardinality(difference(A, B)), cardinality(B))",0.027555420506497064,1.0,1.0,0.5557908882359259,1.0
137,"greater_than(cardinality(difference(B, A)), cardinality(A))",1.0,0.027555420506497064,0.5557908882359259,1.0,1.0
138,"greater_than(cardinality(intersection(A, B)), cardinality(difference(A, B)))",1.0,0.2789681615907471,0.04485415499027745,0.35153441360536797,1.0
139,"greater_than(cardinality(intersection(A, B)), cardinality(difference(B, A)))",0.2789681615907471,1.0,0.35153441360536797,0.04485415499027745,1.0
140,"greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B)))",0.04485415499027745,0.2789681615907471,1.0,0.35153441360536797,1.0
141,"greater_than(cardinality(difference(B, A)), cardinality(intersection(A, B)))",0.2789681615907471,0.04485415499027745,0.35153441360536797,1.0,1.0
142,"and(subset_eq(A, B), or(not(subset_eq(B, A)), subset_eq(A, difference(A, A))))",1.0,0.0,0.033899179898257525,1.0,1.0
143,"and(subset_eq(A, B), not(subset_eq(A, difference(A, A))))",1.0,0.20404899147678157,0.03354386821316302,0.7338347997738144,1.0
144,"and(subset_eq(A, B), not(subset_eq(B, difference(A, A))))",1.0,0.03921248762911278,0.0,1.0,1.0
145,"and(subset_eq(A, B), subset_eq(index(cardinality(A), B), A))",0.5015285573558979,0.22739118531821356,0.12668511593485898,0.5015285573558979,0.5015285573558979
146,"and(subset_eq(A, B), subset_eq(index(cardinality(A), difference(B, A)), A))",0.5736840131876305,0.20515827910104245,0.09041831304287273,0.5736840131876305,0.5736840131876305
147,"subset_eq(A, difference(B, index(cardinality(A), B)))",0.6277665764540281,0.0,0.1280571780658718,0.6277665764540281,0.6277665764540281
148,"and(subset_eq(A, B), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",0.4719662931808526,0.0,0.28535652487936836,0.4719662931808526,0.4719662931808526
149,"and(subset_eq(A, B), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",0.7997062907652853,0.0,0.035720565077876465,0.7997062907652853,0.7997062907652853
150,"and(subset_eq(A, B), equals(cardinality(A), cardinality(difference(B, A))))",0.5094873932279633,0.2848308619432066,0.20345757408414245,0.7087532781025012,0.7087532781025012
151,"and(subset_eq(A, B), greater_than(cardinality(A), cardinality(difference(B, A))))",0.5239107098446271,0.3735178450634944,0.16754104874197107,0.434757466811326,0.5239107098446271
152,"and(subset_eq(A, B), greater_than(cardinality(difference(B, A)), cardinality(A)))",1.0,0.02262006268008232,0.434757466811326,1.0,1.0
153,"and(subset_eq(B, A), or(not(subset_eq(A, B)), subset_eq(A, difference(A, A))))",0.0,1.0,1.0,0.033899179898257525,1.0
154,"and(subset_eq(B, A), not(subset_eq(A, difference(A, A))))",0.03921248762911278,1.0,1.0,0.0,1.0
155,"and(subset_eq(B, A), not(subset_eq(A, difference(A, B))))",0.20404899147678157,1.0,0.7338347997738144,0.03354386821316302,1.0
156,"and(subset_eq(B, A), subset_eq(index(cardinality(B), A), B))",0.22739118531821356,0.5015285573558979,0.5015285573558979,0.12668511593485898,0.5015285573558979
157,"and(subset_eq(B, A), subset_eq(index(cardinality(B), difference(A, B)), B))",0.20515827910104245,0.5736840131876305,0.5736840131876305,0.09041831304287273,0.5736840131876305
158,"subset_eq(B, difference(A, index(cardinality(B), A)))",0.0,0.6277665764540281,0.6277665764540281,0.1280571780658718,0.6277665764540281
159,"and(subset_eq(B, A), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",0.0,0.4719662931808526,0.4719662931808526,0.28535652487936836,0.4719662931808526
160,"and(subset_eq(B, A), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",0.0,0.7997062907652853,0.7997062907652853,0.035720565077876465,0.7997062907652853
161,"and(subset_eq(B, A), equals(cardinality(B), cardinality(difference(A, B))))",0.2848308619432066,0.5094873932279633,0.7087532781025012,0.20345757408414245,0.7087532781025012
162,"and(subset_eq(B, A), greater_than(cardinality(B), cardinality(difference(A, B))))",0.3735178450634944,0.5239107098446271,0.434757466811326,0.16754104874197107,0.5239107098446271
163,"and(subset_eq(B, A), greater_than(cardinality(difference(A, B)), cardinality(B)))",0.02262006268008232,1.0,1.0,0.434757466811326,1.0
164,"and(and(subset_eq(A, B), subset_eq(B, A)), not(subset_eq(A, difference(A, A))))",0.38514931200098246,0.38514931200098246,0.32398627811075986,0.32398627811075986,0.38514931200098246
165,"and(or(subset_eq(A, B), subset_eq(B, A)), or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))))",0.0,0.0,0.44872809601630415,0.44872809601630415,0.44872809601630415
166,"and(or(subset_eq(A, B), subset_eq(B, A)), not(equals(cardinality(A), cardinality(B))))",0.004007107372752783,0.004007107372752783,0.004007107372752783,0.004007107372752783,0.004007107372752783
167,"or(subset_eq(A, difference(A, A)), and(subset_eq(B, A), not(subset_eq(A, B))))",0.0,0.0,1.0,0.03704920817995705,1.0
168,"or(subset_eq(B, difference(A, A)), and(subset_eq(A, B), not(subset_eq(B, A))))",0.0,0.0,0.03704920817995705,1.0,1.0
169,"and(or(subset_eq(A, B), subset_eq(B, A)), not(subset_eq(A, difference(A, A))))",0.06703741262941643,0.3321038009483336,0.06703741262941643,0.0,0.3321038009483336
170,"and(or(subset_eq(A, B), subset_eq(B, A)), not(subset_eq(A, difference(A, B))))",0.3611872288348579,0.3611872288348579,0.05664309548194357,0.05664309548194357,0.3611872288348579
171,"and(or(subset_eq(A, B), subset_eq(B, A)), not(subset_eq(B, difference(A, A))))",0.3321038009483336,0.06703741262941643,0.0,0.06703741262941643,0.3321038009483336
172,"and(or(subset_eq(A, B), subset_eq(B, A)), not(subset_eq(union(A, B), difference(A, A))))",0.004784815692447486,0.004784815692447486,0.0,0.0,0.004784815692447486
173,"or(subset_eq(B, difference(A, A)), subset_eq(A, index(cardinality(A), B)))",0.0,0.0,0.639577620666542,1.0,1.0
174,"or(subset_eq(A, difference(A, A)), subset_eq(B, index(cardinality(B), A)))",0.0,0.0,1.0,0.639577620666542,1.0
175,"subset_eq(index(cardinality(intersection(A, B)), B), intersection(A, index(cardinality(A), B)))",0.0,0.4989069823194987,0.2631981754058915,0.0,0.4989069823194987
176,"subset_eq(index(cardinality(intersection(A, B)), A), intersection(B, index(cardinality(B), A)))",0.4989069823194987,0.0,0.0,0.2631981754058915,0.4989069823194987
177,"and(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), A))",0.0,0.43904889801922375,0.1834633537355339,0.0,0.43904889801922375
178,"and(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), B))",0.43904889801922375,0.0,0.0,0.1834633537355339,0.43904889801922375
179,"subset_eq(index(cardinality(intersection(A, B)), B), difference(index(cardinality(A), B), A))",0.0,0.0,0.2634912529579736,0.0,0.2634912529579736
180,"subset_eq(index(cardinality(intersection(A, B)), A), difference(index(cardinality(B), A), B))",0.0,0.0,0.0,0.2634912529579736,0.2634912529579736
181,"subset_eq(index(cardinality(intersection(A, B)), B), index(cardinality(A), difference(B, A)))",0.0,0.0,0.6632452463468914,0.0,0.6632452463468914
182,"subset_eq(index(cardinality(intersection(A, B)), A), index(cardinality(B), difference(A, B)))",0.0,0.0,0.0,0.6632452463468914,0.6632452463468914
183,"and(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",0.0,0.0,0.07194158198445133,0.0,0.07194158198445133
184,"and(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",0.0,0.0,0.0,0.07194158198445133,0.07194158198445133
185,"and(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",0.3648908633201914,0.0,0.7504187602083845,0.24310729164602252,0.7504187602083845
186,"and(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",0.0,0.3648908633201914,0.24310729164602252,0.7504187602083845,0.7504187602083845
187,"and(or(subset_eq(A, B), subset_eq(B, A)), greater_than(cardinality(A), cardinality(difference(B, A))))",0.04627645336226094,0.7775518167491703,0.36418430224150733,0.0,0.7775518167491703
188,"and(or(subset_eq(A, B), subset_eq(B, A)), greater_than(cardinality(B), cardinality(difference(A, B))))",0.7775518167491703,0.04627645336226094,0.0,0.36418430224150733,0.7775518167491703
189,"and(or(subset_eq(A, B), subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(A, B))))",0.7761731670537612,0.2438393687111008,0.03961951431068933,0.3059658000541965,0.7761731670537612
190,"and(or(subset_eq(A, B), subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(B, A))))",0.2438393687111008,0.7761731670537612,0.3059658000541965,0.03961951431068933,0.7761731670537612
191,"and(subset_eq(A, difference(A, B)), not(or(subset_eq(A, B), subset_eq(B, A))))",0.2139501896013235,0.2139501896013235,0.734060355840644,0.734060355840644,0.734060355840644
192,"and(equals(cardinality(A), cardinality(B)), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",0.3451917195330455,0.3451917195330455,0.5774291513212496,0.5774291513212496,0.5774291513212496
193,"and(not(subset_eq(A, B)), greater_than(cardinality(difference(B, A)), cardinality(A)))",0.6293991066688157,0.25398331735051727,0.6293991066688157,0.7105589451644925,0.7105589451644925
194,"and(not(subset_eq(A, B)), or(subset_eq(B, A), subset_eq(A, difference(A, B))))",0.05664309548194357,0.3611872288348579,1.0,0.05664309548194357,1.0
195,"and(not(subset_eq(A, B)), or(subset_eq(B, A), equals(cardinality(A), cardinality(B))))",0.059189042857587415,0.5951856812236862,0.5951856812236862,0.059189042857587415,0.5951856812236862
196,"and(not(subset_eq(A, B)), or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))))",0.04485415499027745,0.42381328356564507,0.42381328356564507,0.04485415499027745,0.42381328356564507
197,"and(not(subset_eq(A, B)), or(not(subset_eq(B, A)), subset_eq(A, difference(A, B))))",0.0633032099407621,0.40974226394989144,0.5176319633101081,0.4027194131007634,0.5176319633101081
198,"and(not(subset_eq(A, B)), or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))))",0.048763592572735326,0.3057399751712663,0.4546350336488182,0.3638395354468763,0.4546350336488182
199,"or(greater_than(cardinality(A), cardinality(B)), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",0.06476130387857704,0.42059640674929333,1.0,0.06476130387857704,1.0
200,"and(not(subset_eq(A, B)), or(subset_eq(A, difference(A, B)), greater_than(cardinality(B), cardinality(A))))",0.038015294801239,0.23323253019845203,0.5482914942534033,0.6195726103198768,0.6195726103198768
201,"and(not(subset_eq(A, B)), or(subset_eq(B, difference(A, A)), equals(cardinality(A), cardinality(B))))",0.03498273530727869,0.3188973317078222,0.3827225270274023,0.3146697410487488,0.3827225270274023
