expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
muszáj,weak,teleological,?,positive,no,muszáj,
muszáj,strong,circumstantial,1,positive,no,muszáj,
muszáj,weak,circumstantial,?,positive,no,muszáj,
muszáj,strong,bouletic,1,positive,no,muszáj,
muszáj,strong,epistemic,?,negative,,,
muszáj,weak necessity,epistemic,?,negative,,,
muszáj,weak,epistemic,?,negative,,,
muszáj,strong,deontic,1,negative,high,NEG muszáj + [...],NEG surfaced as the word 'nem'
muszáj,weak necessity,deontic,?,negative,,,
muszáj,weak,deontic,?,negative,,,
muszáj,strong,teleological,?,negative,,,
muszáj,weak necessity,teleological,?,negative,,,
muszáj,weak,teleological,?,negative,,,
muszáj,strong,circumstantial,?,negative,,,
muszáj,weak,circumstantial,?,negative,,,
muszáj,strong,bouletic,?,negative,,,
valószínűleg,strong,epistemic,?,positive,no,valószínűleg + [...],"""probably"" paraphrase"
valószínűleg,weak necessity,epistemic,1,positive,no,valószínűleg + [...],
valószínűleg,weak,epistemic,?,positive,no,valószínűleg + [...],
valószínűleg,strong,deontic,?,positive,no,valószínűleg + [...],
valószínűleg,weak necessity,deontic,?,positive,no,valószínűleg + [...],
valószínűleg,weak,deontic,?,positive,no,valószínűleg + [...],
valószínűleg,strong,teleological,?,positive,no,valószínűleg + [...],
valószínűleg,weak necessity,teleological,?,positive,no,valószínűleg + [...],
valószínűleg,weak,teleological,?,positive,no,valószínűleg + [...],
valószínűleg,strong,circumstantial,?,positive,no,valószínűleg + [...],
valószínűleg,weak,circumstantial,?,positive,no,valószínűleg + [...],
valószínűleg,strong,bouletic,?,positive,no,valószínűleg + [...],
lehet,strong,epistemic,?,positive,no,lehet,auxiliary verb
lehet,weak necessity,epistemic,?,positive,no,lehet,
lehet,weak,epistemic,1,positive,no,lehet,
lehet,strong,deontic,?,positive,no,lehet,
lehet,weak necessity,deontic,?,positive,no,lehet,
lehet,weak,deontic,?,positive,no,lehet,
lehet,strong,teleological,?,positive,no,lehet,
lehet,weak necessity,teleological,?,positive,no,lehet,
lehet,weak,teleological,?,positive,no,lehet,
lehet,strong,circumstantial,?,positive,no,lehet,
lehet,weak,circumstantial,?,positive,no,lehet,
lehet,strong,bouletic,?,positive,no,lehet,
lehet,strong,epistemic,1,negative,low,lehet+ COMP + NEG + [...],COMP surfaced as the word 'hogy'
lehet,weak necessity,epistemic,?,negative,,,
lehet,weak,epistemic,1,negative,high,NEG + lehet,NEG surfaced as the word 'nem'
lehet,strong,deontic,?,negative,,,
lehet,weak necessity,deontic,?,negative,,,
lehet,weak,deontic,?,negative,,,
lehet,strong,teleological,?,negative,,,
lehet,weak necessity,teleological,?,negative,,,
lehet,weak,teleological,1,negative,high,NEG + lehet,NEG surfaced as the word 'nem'
lehet,strong,circumstantial,?,negative,,,
lehet,weak,circumstantial,?,negative,,,
lehet,strong,bouletic,?,negative,,,
-het-,strong,epistemic,?,positive,no,V-het-...,"Verbal affix, permits additional affixation on both sides"
-het-,weak necessity,epistemic,?,positive,no,V-het-...,
-het-,weak,epistemic,1,positive,no,V-het-...,
-het-,strong,deontic,?,positive,no,V-het-...,
-het-,weak necessity,deontic,?,positive,no,V-het-...,
-het-,weak,deontic,1,positive,no,V-het-...,
-het-,strong,teleological,?,positive,no,V-het-...,
-het-,weak necessity,teleological,?,positive,no,V-het-...,
-het-,weak,teleological,1,positive,no,V-het-...,
-het-,strong,circumstantial,?,positive,no,V-het-...,
-het-,weak,circumstantial,?,positive,no,V-het-...,
-het-,strong,bouletic,?,positive,no,V-het-...,
-het-,strong,epistemic,?,negative,,,
-het-,weak necessity,epistemic,?,negative,,,
-het-,weak,epistemic,1,negative,high,NEG + V-het,NEG surfaced as the word 'nem'
-het-,strong,deontic,?,negative,,,
-het-,weak necessity,deontic,?,negative,,,
-het-,weak,deontic,?,negative,,,
-het-,strong,teleological,?,negative,,,
-het-,weak necessity,teleological,?,negative,,,
-het-,weak,teleological,?,negative,,,
-het-,strong,circumstantial,?,negative,,,
-het-,weak,circumstantial,?,negative,,,
-het-,strong,bouletic,?,negative,,,
tud-,strong,epistemic,?,positive,no,tud-CONJ,"matrix verb ""can"""
tud-,weak necessity,epistemic,?,positive,no,tud-CONJ,
tud-,weak,epistemic,?,positive,no,tud-CONJ,
tud-,strong,deontic,?,positive,no,tud-CONJ,
tud-,weak necessity,deontic,?,positive,no,tud-CONJ,
tud-,weak,deontic,?,positive,no,tud-CONJ,
tud-,strong,teleological,?,positive,no,tud-CONJ,
tud-,weak necessity,teleological,?,positive,no,tud-CONJ,
tud-,weak,teleological,?,positive,no,tud-CONJ,
tud-,strong,circumstantial,?,positive,no,tud-CONJ,
tud-,weak,circumstantial,1,positive,no,tud-CONJ,
tud-,strong,bouletic,?,positive,no,tud-CONJ,
kep-,strong,epistemic,?,positive,no,kep-CONJ,
kep-,weak necessity,epistemic,?,positive,no,,
kep-,weak,epistemic,?,positive,no,,
kep-,strong,deontic,?,positive,no,,
kep-,weak necessity,deontic,?,positive,no,,
kep-,weak,deontic,?,positive,no,,
kep-,strong,teleological,?,positive,no,,
kep-,weak necessity,teleological,?,positive,no,,
kep-,weak,teleological,?,positive,no,,
kep-,strong,circumstantial,?,positive,no,,
kep-,weak,circumstantial,1,positive,no,,
kep-,strong,bouletic,?,positive,no,,
tud-,strong,epistemic,?,negative,,,
tud-,weak necessity,epistemic,?,negative,,,
tud-,weak,epistemic,?,negative,,,
tud-,strong,deontic,?,negative,,,
tud-,weak necessity,deontic,?,negative,,,
tud-,weak,deontic,?,negative,,,
tud-,strong,teleological,?,negative,,,
tud-,weak necessity,teleological,?,negative,,,
tud-,weak,teleological,?,negative,,,
tud-,strong,circumstantial,?,negative,,,
tud-,weak,circumstantial,1,negative,high,NEG + tud-CONJ,NEG surfaced as the word 'nem'
tud-,strong,bouletic,?,negative,,,
kep-,strong,epistemic,?,negative,,,
kep-,weak necessity,epistemic,?,negative,,,
kep-,weak,epistemic,?,negative,,,
kep-,strong,deontic,?,negative,,,
kep-,weak necessity,deontic,?,negative,,,
kep-,weak,deontic,?,negative,,,
kep-,strong,teleological,?,negative,,,
kep-,weak necessity,teleological,?,negative,,,
kep-,weak,teleological,?,negative,,,
kep-,strong,circumstantial,?,negative,,,
kep-,weak,circumstantial,1,negative,high,NEG + kep-CONJ,NEG surfaced as the word 'nem'
kep-,strong,bouletic,?,negative,,,
tilos,strong,bouletic,?,negative,no,,
tilos,strong,epistemic,?,negative,no,,
tilos,weak necessity,epistemic,?,negative,no,,
tilos,weak,epistemic,?,negative,no,,
tilos,strong,deontic,?,negative,no,,
tilos,weak necessity,deontic,?,negative,no,,
tilos,weak,deontic,1,negative,no,tilos,"lexical ""forbidden"" adverbial"
tilos,strong,teleological,?,negative,no,,
tilos,weak necessity,teleological,?,negative,no,,
tilos,weak,teleological,?,negative,no,,
tilos,strong,circumstantial,?,negative,no,,
tilos,weak,circumstantial,?,negative,no,,
tilos,strong,bouletic,?,negative,no,,
biztos,strong,bouletic,?,negative,,,
biztos,strong,epistemic,?,negative,,,
biztos,weak necessity,epistemic,?,negative,,,
biztos,weak,epistemic,?,negative,,,
biztos,strong,deontic,?,negative,,,
biztos,weak necessity,deontic,?,negative,,,
biztos,weak,deontic,?,negative,,,
biztos,strong,teleological,?,negative,,,
biztos,weak necessity,teleological,?,negative,,,
biztos,weak,teleological,?,negative,,,
biztos,strong,circumstantial,1,negative,high,NEG biztos COMP [...],"equivalent to the translation 'it is not sure that"""
biztos,weak,circumstantial,?,negative,,,
biztos,strong,bouletic,?,negative,,,
