expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
ti+verb,weak necessity,deontic,?,negative,yes,ti+verb,
ti+verb,weak,deontic,?,negative,yes,ti+verb,
ti+verb,strong,teleological,?,negative,yes,ti+verb,
ti+verb,weak necessity,teleological,?,negative,yes,ti+verb,
ti+verb,weak,teleological,1,negative,yes,ti+verb,
ti+verb,strong,circumstantial,?,negative,yes,ti+verb,
ti+verb,weak,circumstantial,?,negative,yes,ti+verb,
ti+verb,strong,bouletic,?,negative,yes,ti+verb,
n'wa +verb ,strong,epistemic,?,positive,no,n'wa + verb,n'wa is foc+wa
n'wa +verb ,weak necessity,epistemic,?,positive,no,n'wa + verb,
n'wa +verb ,weak,epistemic,?,positive,no,n'wa + verb,
n'wa +verb ,strong,deontic,?,positive,no,n'wa + verb,
n'wa +verb ,weak necessity,deontic,?,positive,no,n'wa + verb,
n'wa +verb ,weak,deontic,1,positive,no,n'wa + verb,
n'wa +verb ,strong,teleological,?,positive,no,n'wa + verb,
n'wa +verb ,weak necessity,teleological,?,positive,no,n'wa + verb,
n'wa +verb ,weak,teleological,1,positive,no,n'wa + verb,
n'wa +verb ,strong,circumstantial,?,positive,no,n'wa + verb,
n'wa +verb ,weak,circumstantial,1,positive,no,n'wa + verb,
n'wa +verb ,strong,bouletic,?,positive,no,n'wa + verb,
n'wa + ka,strong,epistemic,?,positive,no,n'wa + ka,ka is subjunctive/imperative like element
n'wa + ka,weak necessity,epistemic,?,positive,no,n'wa + ka,
n'wa + ka,weak,epistemic,?,positive,no,n'wa + ka,it is not clear if the expression could be used here
n'wa + ka,strong,deontic,?,positive,no,n'wa + ka,
n'wa + ka,weak necessity,deontic,?,positive,no,n'wa + ka,
n'wa + ka,weak,deontic,1,positive,no,n'wa + ka,
n'wa + ka,strong,teleological,?,positive,no,n'wa + ka,
n'wa + ka,weak necessity,teleological,?,positive,no,n'wa + ka,
n'wa + ka,weak,teleological,?,positive,no,n'wa + ka,it is not clear if the expression could be used here
n'wa + ka,strong,circumstantial,?,positive,no,n'wa + ka,
n'wa + ka,weak,circumstantial,?,positive,no,n'wa + ka,
n'wa + ka,strong,bouletic,?,positive,no,n'wa + ka,
ti + ka,strong,epistemic,?,negative,yes,ti + ka,"ka is subjunctive/imperative like element, ti is negation"
ti + ka,weak necessity,epistemic,?,negative,yes,ti + ka,
ti + ka,weak,epistemic,?,negative,yes,ti + ka,
ti + ka,strong,deontic,?,negative,yes,ti + ka,
ti + ka,weak necessity,deontic,?,negative,yes,ti + ka,
ti + ka,weak,deontic,1,negative,yes,ti + ka,
ti + ka,strong,teleological,?,negative,yes,ti + ka,
ti + ka,weak necessity,teleological,?,negative,yes,ti + ka,
ti + ka,weak,teleological,?,negative,yes,ti + ka,
ti + ka,strong,circumstantial,?,negative,yes,ti + ka,
ti + ka,weak,circumstantial,?,negative,yes,ti + ka,
ti + ka,strong,bouletic,?,negative,yes,ti + ka,
racima,strong,epistemic,1,negative,yes ,ti racima,
racima,weak necessity,epistemic,?,negative,yes ,ti racima,
racima,weak,epistemic,?,negative,yes ,ti racima,
racima,strong,deontic,1,negative,yes ,ti racima,
racima,weak necessity,deontic,?,negative,yes ,ti racima,
racima,weak,deontic,?,negative,yes ,ti racima,
racima,strong,teleological,1,negative,yes ,ti racima,
racima,weak necessity,teleological,?,negative,yes ,ti racima,
racima,weak,teleological,?,negative,yes ,ti racima,
racima,strong,circumstantial,1,negative,yes ,ti racima,
racima,weak,circumstantial,?,negative,yes ,ti racima,
racima,strong,bouletic,?,negative,yes ,ti racima,
