expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
yitakhen,weak necessity,epistemic,?,positive,no,,
yitakhen,weak,epistemic,1,positive,no,,
yitakhen,strong,deontic,?,positive,no,,
yitakhen,weak necessity,deontic,?,positive,no,,B3 shows negative judgement
yitakhen,weak,deontic,0,positive,no,,
yitakhen,strong,teleological,?,positive,no,,
yitakhen,weak necessity,teleological,?,positive,no,,
yitakhen,weak,teleological,0,positive,no,,C3 shows negative judgement for this expression
yitakhen,strong,circumstantial,?,positive,no,,
yitakhen,weak,circumstantial,?,positive,no,,
yitakhen,strong,bouletic,?,positive,no,,
yitakhen,strong,epistemic,?,negative,no,yitakhen,
yitakhen,weak necessity,epistemic,?,negative,no,yitakhen,
yitakhen,weak,epistemic,?,negative,no,yitakhen,
yitakhen,strong,deontic,?,negative,no,yitakhen,
yitakhen,weak necessity,deontic,?,negative,no,yitakhen,
yitakhen,weak,deontic,?,negative,no,yitakhen,
yitakhen,strong,teleological,?,negative,no,yitakhen,
yitakhen,weak necessity,teleological,?,negative,no,yitakhen,
yitakhen,weak,teleological,?,negative,no,yitakhen,
yitakhen,strong,circumstantial,1,negative,no,yitakhen,the author also notes this expression can denote non-necessity because of scalar implicature
yitakhen,weak,circumstantial,?,negative,no,yitakhen,
yitakhen,strong,bouletic,?,negative,no,yitakhen,
yakhol,strong,epistemic,?,positive,no,,
yakhol,weak necessity,epistemic,?,positive,no,,
yakhol,weak,epistemic,?,positive,no,,
yakhol,strong,deontic,?,positive,no,,
yakhol,weak necessity,deontic,?,positive,no,,
yakhol,weak,deontic,1,positive,no,,
yakhol,strong,teleological,?,positive,no,,
yakhol,weak necessity,teleological,?,positive,no,,
yakhol,weak,teleological,1,positive,no,,
yakhol,strong,circumstantial,?,positive,no,,
yakhol,weak,circumstantial,1,positive,no,,
yakhol,strong,bouletic,?,positive,no,,
yakhol,strong,epistemic,?,negative,,lo+yakhol,
yakhol,weak necessity,epistemic,?,negative,,lo+yakhol,
yakhol,weak,epistemic,1,negative,high*,lo+yakhol,the scope of negation is well-defined; judged based on semantics of the words
yakhol,strong,deontic,?,negative,,lo+yakhol,
yakhol,weak necessity,deontic,?,negative,,lo+yakhol,
yakhol,weak,deontic,?,negative,,lo+yakhol,
yakhol,strong,teleological,?,negative,,lo+yakhol,
yakhol,weak necessity,teleological,?,negative,,lo+yakhol,
yakhol,weak,teleological,1,negative,high*,lo+yakhol,the scope of negation is well-defined; judged based on semantics of the words
yakhol,strong,circumstantial,?,negative,,lo+yakhol,
yakhol,weak,circumstantial,1,negative,high*,lo+yakhol,the scope of negation is well-defined; judged based on semantics of the words
yakhol,strong,bouletic,?,negative,,lo+yakhol,
mesugelet,strong,epistemic,?,positive,no,,there are various forms of this expression
mesugelet,weak necessity,epistemic,?,positive,no,,
mesugelet,weak,epistemic,?,positive,no,,
mesugelet,strong,deontic,?,positive,no,,
mesugelet,weak necessity,deontic,?,positive,no,,
mesugelet,weak,deontic,?,positive,no,,
mesugelet,strong,teleological,?,positive,no,,
mesugelet,weak necessity,teleological,?,positive,no,,
mesugelet,weak,teleological,?,positive,no,,
mesugelet,strong,circumstantial,?,positive,no,,
mesugelet,weak,circumstantial,1,positive,no,,
mesugelet,strong,bouletic,?,positive,no,,
asur,strong,epistemic,?,negative,no,asur,only occurs in negative context so far
asur,weak necessity,epistemic,?,negative,no,asur,
asur,weak,epistemic,0,negative,no,asur,
asur,strong,deontic,?,negative,no,asur,
asur,weak necessity,deontic,?,negative,no,asur,
asur,weak,deontic,1,negative,no,asur,
asur,strong,teleological,?,negative,no,asur,
asur,weak necessity,teleological,?,negative,no,asur,
asur,weak,teleological,?,negative,no,asur,
asur,strong,circumstantial,?,negative,no,asur,
asur,weak,circumstantial,?,negative,no,asur,
asur,strong,bouletic,?,negative,no,asur,
asur,strong,epistemic,?,positive,no,,
asur,weak necessity,epistemic,?,positive,no,,
asur,weak,epistemic,?,positive,no,,
asur,strong,deontic,?,positive,no,,
asur,weak necessity,deontic,?,positive,no,,
asur,weak,deontic,?,positive,no,,
asur,strong,teleological,?,positive,no,,
asur,weak necessity,teleological,?,positive,no,,
asur,weak,teleological,?,positive,no,,
asur,strong,circumstantial,?,positive,no,,
asur,weak,circumstantial,?,positive,no,,
asur,strong,bouletic,?,positive,no,,
